x,0_0_im,0_0_re,0_1_im,0_1_re,0_2_im,0_2_re,0_3_im,0_3_re,0_4_im,0_4_re,0_5_im,0_5_re,deform_jac_im,deform_jac_re,integrand_im,integrand_re,param_jac,rescaled_integrand_im,rescaled_integrand_re
305385550.88334125,2618057494923072.5,743367880833934.5,184793.40851499946,83886.91210210082,159805116850117.22,282750556401747.5,2815221124420193.0,548600483745578.94,1147849029243131.5,814193949184770.6,1110490516780922.1,902177108582049.4,0.0,1.0,0.09057821633223402,0.19531465658576375,1.8260840842362487e+36,1.4126951285544668e-12,7.556124807194925e-10
215443469.00318778,1303013389395773.8,369975947376566.5,130368.0975374438,59180.55852214926,79535383521997.77,140725618747226.88,1401142192719819.5,273039754545769.06,571287168794949.0,405226248568068.06,552693749123268.94,449015674543678.0,0.0,1.0,0.25129001717534416,0.5744823481420495,4.523349674784493e+35,5.555396669334752e-12,3.1503306027808625e-09
151991108.29529333,648512834707999.8,184137900929168.3,91972.1156902692,41750.7140889792,39584947817334.89,70039472108235.71,697351771348057.4,135892529322723.86,284330970234394.56,201682058866873.94,275076981503643.9,223476159410415.94,0.0,1.0,0.28493382731220596,0.591980804775213,1.120468262379455e+35,8.92892135233087e-12,4.601529554983087e-09
107226722.20103253,322766365379017.9,91645867021017.6,64884.509193341444,29454.303251314464,19701521767795.73,34858810250592.395,347073619158842.9,67634031942785.21,141512193597920.62,100377635723256.66,136906461650775.83,111224610925070.97,0.0,1.0,0.27049986845152607,0.5993133312745502,2.7754855036025998e+34,1.2015371019128291e-11,6.603340178126001e-09
75646332.7554629,160641580901200.78,45612364051329.55,45774.73871347668,20779.428678673776,9805493824803.838,17349312038977.773,172739358389591.88,33661617137403.617,70430952325843.64,49958185898020.91,68138668708031.12,55356751043852.17,0.0,1.0,0.2716580593386341,0.5967906139966479,6.87508961596957e+33,1.7104400882684417e-11,9.320664207869429e-09
53366992.31206302,79951693272101.42,22701381046830.066,32293.173195549647,14659.476058935023,4880217376707.929,8634793478889.471,85972785617437.31,16753466157951.227,35053650893081.758,24864306804426.73,33912775956746.99,27551185409096.84,0.0,1.0,0.2692963022221198,0.5939418917911892,1.7030122515558585e+33,2.403426246474163e-11,1.3148734994966016e-08
37649358.06792464,39792146156075.31,11298530844999.475,22782.195321984545,10341.970508396253,2428895688576.8247,4297557065795.033,42788857997256.55,8338239591517.882,17446284650967.764,12375024081925.082,16878468521145.555,13712289904580.496,0.0,1.0,0.26968671659802496,0.5943032032667116,4.2184915560011935e+32,3.4117334929538546e-11,1.8649329374835948e-08
26560877.82946684,19804644894154.01,5623305421320.536,16072.388413535025,7296.055676568854,1208867106412.331,2138904278707.0828,21296115431966.24,4149961492408.1084,8683056970780.775,6159078634702.204,8400453555453.2705,6824638991792.915,0.0,1.0,0.2698012343157481,0.594359967985242,1.0449526353884232e+32,4.8380973112925965e-11,2.6437465795226238e-08
18738174.22860383,9856818424584.693,2798732356892.5225,11338.75229268607,5147.222980532378,601656006738.5131,1064537700153.0308,10599126821040.656,2065445613989.6218,4321577909039.6016,3065387942628.5625,4180925530660.9043,3396638905025.9155,0.0,1.0,0.26980919789023955,0.594377732307485,2.5884276955223395e+31,6.85807974923458e-11,3.747554141996697e-08
13219411.484660288,4905761755221.378,1392935688520.999,7999.265600410337,3631.2639990773746,299445612021.74036,529822922599.4694,5275210390255.769,1027977150021.7134,2150859505974.4705,1525650798415.8088,2080856490961.0852,1690515186147.2566,0.0,1.0,0.26980698680080933,0.5943768576410107,6.411733829421813e+30,9.721069995737805e-11,5.312052702495254e-08
9326033.46883218,2441609183549.8765,693267373885.9578,5643.323752565456,2561.784904494639,149034786459.74802,263694117473.6921,2625484637539.9033,511626650323.8486,1070487842032.2517,759319994331.9792,1035647180145.2964,841373390805.347,0.0,1.0,0.2698074210196053,0.5943761738761221,1.5882357053699313e+30,1.3779385315725522e-10,7.529687475972166e-08
6579332.246575682,1215194642426.9888,345040805100.66174,3981.2533519214885,1807.2885450706983,74174964209.91808,131241183905.58568,1306709887566.0933,254637789716.0084,532784319690.6055,377915348187.72864,515444042742.6724,418753518515.9494,0.0,1.0,0.26980744718280975,0.5943764392349317,3.934182093807658e+29,1.9531919693224783e-10,1.067313955765424e-07
4641588.833612773,604805235839.9323,171727621393.7083,2808.6955414904733,1275.0062790237648,36917054332.69927,65319046674.056816,650352587864.2289,126733828142.59161,265168010090.38983,188089357714.61566,256537715207.48795,208414612412.56204,0.0,1.0,0.26980753030238513,0.5943765655683414,9.745272887463282e+28,2.768599026605766e-10,1.5128897431292355e-07
3274549.1628777315,301012990208.7864,85469241573.63206,1981.4791865357322,899.4916630198509,18373704833.70537,32509443579.89188,323682013843.3897,63075725024.05056,131974742566.58142,93612515421.21323,127679425747.16264,103728443351.01526,0.0,1.0,0.26980764212585767,0.5943768882870882,2.413979713725294e+28,3.924417249548579e-10,2.144482213010517e-07
2310129.700083158,149814873967.9323,42538242758.35747,1397.8944017175238,634.5735251419735,9144636122.943985,16180026770.629065,161097299888.40146,31392937066.464607,65684139736.77366,46591168724.99134,63546351337.14288,51625890438.30108,0.0,1.0,0.2698078060672454,0.5943773146395364,5.979616312007291e+27,5.562759492077834e-10,3.039748155185793e-07
1629750.83462064,74563215391.4958,21171383534.27615,986.1868726848041,447.67901593090016,4551306898.0052595,8052837517.109919,80178504962.60852,15624338814.612186,32691150681.962708,23188533903.341286,31627168995.042118,25694327148.46626,0.0,1.0,0.26980803361578126,0.5943779168616501,1.481198107312565e+27,7.885066578705001e-10,4.308764506312566e-07
1149756.9953977356,37110287710.487175,10537047384.839325,695.7353497628325,315.8286342931252,2265196133.1549077,4007916254.620121,39905030282.63213,7776270288.324509,16270462413.4116,11540987569.85152,15740916670.1569,12788127043.785458,0.0,1.0,0.26980835770663675,0.594378770051198,3.669046039111673e+26,1.1176875645063691e-09,6.10756242461264e-07
811130.8307896855,18469877436.277237,5244313250.871832,490.82754221511186,222.8107965695355,1127393428.7799277,1994749397.2078965,19860827203.03224,3870268077.141891,8097847261.537399,5743976430.166158,7834291414.389864,6364680876.454909,0.0,1.0,0.26980881682790625,0.5943799792280191,9.088525549179165e+25,1.5842927409366275e-09,8.657312061650341e-07
572236.765935022,9192501377.990229,2610107018.703431,346.2691345899552,157.1885508240945,561106348.843287,992791498.6540532,9884780215.560247,1926241563.3816094,4030317507.420832,2858790407.712229,3899145364.9632363,3167716608.2330117,0.0,1.0,0.26980946754818663,0.594381692951453,2.251303620593332e+25,2.2456930132384016e-09,1.2271516414398548e-06
403701.72585965495,4575129494.953613,1299056382.608229,244.2860355137612,110.89335361348485,279263939.8303944,494114684.66878706,4919678205.639371,958694980.2155286,2005898410.0641096,1422826583.5613873,1940613883.4947844,1576579976.7308283,0.0,1.0,0.2698103896950201,0.5943841215677417,5.576673601127148e+24,3.183209784812929e-09,1.7394557936267056e-06
284803.5868435805,2277052658.4235816,646543400.8013529,172.33897485192767,78.23300702435641,138990312.3164383,245922054.44002748,2448535294.445524,477144761.3855171,998340287.4747752,708144045.4486407,965848136.108248,784667538.7058406,0.0,1.0,0.26981169633648566,0.5943875630279378,1.3813925788575023e+24,4.512113519910786e-09,2.4656337370259485e-06
200923.30025650456,1133294422.8797708,321786158.6202367,121.58174535357237,55.191777930779175,69175799.89115253,122395994.1290411,1218641686.101183,237476079.60101476,496876258.5838357,352444890.98601604,480704916.8353251,390530861.2876148,0.0,1.0,0.26981354751393777,0.5943924391235297,3.4218427976505504e+23,6.395796063558458e-09,3.494972289936071e-06
141747.4162926802,564043268.867806,160153718.48295024,85.77352262720278,38.936645973717305,34428954.331937656,60916780.435893044,606520768.4512521,118192409.70589381,247296445.94346437,175412603.98983386,239247986.46548334,194368114.5853187,0.0,1.0,0.2698161695952176,0.594399346665636,8.476263858197758e+22,9.065858988662022e-09,4.9540332325533105e-06
