x,0_0_im,0_0_re,0_1_im,0_1_re,0_2_im,0_2_re,0_3_im,0_3_re,0_4_im,0_4_re,0_5_im,0_5_re,deform_jac_im,deform_jac_re,integrand_im,integrand_re,param_jac,rescaled_integrand_im,rescaled_integrand_re
1.8738174228603867e-08,1.4216194629730346e-05,3.5347106443249416e-05,2.9826857158021687e-18,1.391074563682191e-17,2.509457748043352e-06,4.763425922238759e-06,4.950980725744092e-09,1.4859721550936766e-08,5.066209384343018e-10,1.1311032977967037e-11,5.625013633962816e-10,5.778327568103043e-11,0.0,1.0,142.35696968156458,41.51547607209553,16.490234300615256,1.6176299571739315e-07,1.1701730020533988e-05
2.6560877829466893e-08,1.692005058229687e-05,4.207266591837375e-05,4.231559389168139e-18,1.9710581704746995e-17,2.9879239366323374e-06,5.6727643768030386e-06,6.998467274992986e-09,2.1085436519849752e-08,7.181404083159111e-10,1.6052486113361674e-11,7.973411168449235e-10,8.202716191615585e-11,0.0,1.0,119.55502461492866,34.85311514167871,16.49023705925985,1.925676623862044e-07,1.3925048977674756e-05
3.7649358067924714e-08,2.0136933045966497e-05,5.0075455992607007e-05,6.004335626767016e-18,2.792651412636288e-17,3.557666872924335e-06,6.756044697451424e-06,9.88740198155858e-09,2.992542853595274e-08,1.0179763931217828e-09,2.2786719019936855e-11,1.1302272315983563e-09,1.1647535825357572e-10,0.0,1.0,100.40303788790672,29.25722319740456,16.490240969567324,2.2923315259767216e-07,1.656926652021706e-05
5.3366992312063125e-08,2.3963666018647365e-05,5.9597004743982725e-05,8.521469959554546e-18,3.956363499844825e-17,4.236120133439494e-06,8.046684965038411e-06,1.3959934634521031e-08,4.248150430827852e-08,1.4430074266582405e-09,3.235485589556271e-11,1.6020962056462167e-09,1.6544505882805842e-10,0.0,1.0,84.31676001176197,24.557092242448533,16.490246512327207,2.728723236467095e-07,1.97134268617856e-05
7.56463327554629e-08,2.8515129977271527e-05,7.092408319237759e-05,1.2096648715316863e-17,5.604418438181537e-17,5.044055664186958e-06,9.58458446469674e-06,1.9694802976247335e-08,6.032256718759716e-08,2.045513845711196e-09,4.595550148642049e-11,2.2709776595709984e-09,2.350950856891816e-10,0.0,1.0,70.80546383449602,20.609340307264105,16.49025436904629,3.2480843280278356e-07,2.3451154046282244e-05
1.0722672220103253e-07,3.392753735410956e-05,8.439699862676789e-05,1.7176533101771927e-17,7.938001256485457e-17,6.0062266018349284e-06,1.1417406015623292e-05,2.776008601037684e-08,8.568447435681968e-08,2.899611754402178e-09,6.529834841180578e-11,3.2191324459858833e-09,3.3422175969994524e-10,0.0,1.0,59.45697444016971,17.29353744285474,16.490265505742922,3.866145441375503e-07,2.789323114555638e-05
1.519911082952933e-07,4.036226283206227e-05,0.00010041933081189505,2.4397661108932545e-17,1.124158811935806e-16,7.152135327687176e-06,1.3602122511305404e-05,3.908507489290394e-08,1.2175662842253566e-07,4.110375834129376e-09,9.282492936304104e-11,4.563172206040652e-09,4.754056273625044e-10,0.0,1.0,49.92509535691185,14.508531886080926,16.490281291723278,4.6016016590656044e-07,3.3170589633086886e-05
2.1544346900318867e-07,4.801030505472709e-05,0.00011946932839046184,3.466805919168424e-17,1.5917237906012316e-16,8.516951737243318e-06,1.6206886396079586e-05,5.495727431410889e-08,1.7309374107106671e-07,5.826775475683102e-09,1.3202663466957408e-10,6.46840603824463e-09,6.766683148406278e-10,0.0,1.0,41.91904749713552,12.169364321865407,16.490303667943834,5.476663857711968e-07,3.943775441257353e-05
3.0538555088334124e-07,5.7097458677122324e-05,0.00014211320001365822,4.9284535972050197e-17,2.253286928473725e-16,1.0142611919974058e-05,1.9313295557663446e-05,7.71517339122119e-08,2.4620874507515954e-07,8.260019498859037e-09,1.8790414122039405e-10,9.169180633871444e-09,9.638740801947835e-10,0.0,1.0,35.194598653966054,10.204676108455951,16.49033538566087,6.517709704925318e-07,4.6876785862050954e-05
4.3287612810830616e-07,6.789027327055476e-05,0.00016902054505316374,7.01016623529322e-17,3.1890134631095515e-16,1.2079133826698972e-05,2.301914821290066e-05,1.0810071086129227e-07,3.5042867710285655e-07,1.1709572989037228e-08,2.67633291817386e-10,1.2997718723689678e-08,1.3742234347752481e-09,0.0,1.0,29.546612949104812,8.554532399732208,16.490380344710385,7.756051191521417e-07,5.5701750587190784e-05
6.135907273413189e-07,8.070286533993218e-05,0.00020098216657363094,9.977588593399229e-17,4.511968840007546e-16,1.4386194344981208e-05,2.7441804304922594e-05,1.511113447542387e-07,4.991336134366895e-07,1.660005860806094e-08,3.815338027175662e-10,1.842500816883452e-08,1.961356337909244e-09,0.0,1.0,24.80279294412578,7.168593755262954,16.49044407301172,9.228838044203622e-07,6.61637347005372e-05
8.697490026177835e-07,9.590462698177047e-05,0.00023893048610407563,1.4211930275979614e-16,6.38146389555849e-16,1.713502187339041e-05,3.2722303800132996e-05,2.1063617339882033e-07,7.115556330094101e-07,2.3533602354575314e-08,5.444845371761547e-10,2.6118779943350708e-08,2.80284092837512e-09,0.0,1.0,20.818423509460516,6.004580458910147,16.490534406252902,1.0980119041237463e-06,7.855638375725064e-05
1.2328467394420685e-06,0.00011392883266866518,0.0002839627230083432,2.026141929123167e-16,9.02170314524387e-16,2.0410670447802635e-05,3.903043600001374e-05,2.925933430160188e-07,1.0153997574305315e-06,3.336409850522451e-08,7.780012340152933e-10,3.702572130615616e-08,4.011219340572192e-09,0.0,1.0,17.471957104053146,5.026982695318415,16.490662451329737,1.3062086141764848e-06,9.322190725484403e-05
1.747528400007683e-06,0.00013528207426647835,0.0003373668922800372,2.8916442656445114e-16,1.274776556265289e-15,2.4314756311870717e-05,4.65710127023681e-05,4.0471565738780917e-07,1.4506762668662166e-06,4.730259029478066e-08,1.1133034471352148e-09,5.248806141399163e-08,5.750392261010899e-09,0.0,1.0,14.661305785151374,4.2059772324873155,16.490843952001015,1.5536529431315177e-06,0.00011055741682581337
2.477076355991714e-06,0.00016055433909858228,0.00040065048615556893,4.13197805114189e-16,1.80016674377553e-15,2.8968756268503047e-05,5.559167765298526e-05,5.568721564688327e-07,2.0753256433689017e-06,6.706683410481047e-08,1.5958693571434612e-09,7.44089106309528e-08,8.260072130176714e-09,0.0,1.0,12.300726825350665,3.5165175566633993,16.491101224680214,1.847653420196625e-06,0.00013102136859666864
3.5111917342151275e-06,0.000190429365630701,0.0004755713976532721,5.912914622663703e-16,2.540219030248948e-15,3.451799009166189e-05,6.639269368224604e-05,7.612390874504843e-07,2.9735070272705777e-06,9.509362452537873e-08,2.292246195675748e-09,1.0548675717871825e-07,1.1892520028122239e-08,0.0,1.0,10.318206920060526,2.9375696949047363,16.491465902391585,2.1968455117373103e-06,0.0001551397433183448
4.977023564332114e-06,0.00022569463607546378,0.0005641701615646081,8.475819334862682e-16,3.581333223252095e-15,4.113643777505668e-05,7.93392994651637e-05,1.032076198358603e-06,4.267859106751981e-06,1.3484030521293652e-07,3.3003093504769275e-09,1.4954807088691385e-07,1.716812477545668e-08,0.0,1.0,8.653265175352647,2.451470402147587,16.491982824299882,2.611420660873317e-06,0.00018351141433552737
